school_number,school_name,percentage_alg_proficient,percentage_lit_proficient,percentage_bio_proficient,year
6113,STEEL CENTER AVTS,,,,2016
196,STEEL VALLEY SHS,48.5,65,41.3,2016
477,STO-ROX HS,23.4,33.3,15.9,2016
492,UPPER SAINT CLAIR HS,52.8,73.1,34.5,2016
7562,URBAN PATHWAYS 6-12 CHARTER SCHO,36.6,61,22,2016
509,WEST ALLEGHENY SHS,59.7,77.2,52.5,2016
523,THOMAS JEFFERSON HS,67.4,69.1,57.7,2016
536,WEST MIFFLIN AREA HS,54.6,66.5,33.8,2016
555,WILKINSBURG SHS,12.5,20.8,0,2016
107,WOODLAND HILLS JSHS,49.8,65.3,34.2,2016
2320,APOLLO-RIDGE HS,71.6,74.7,63.2,2016
8342,ARMSTRONG JSHS,67.5,75.7,41.5,2016
7640,WEST SHAMOKIN JSHS,79.5,74,57.1,2016
594,FREEPORT AREA SHS,53.7,75,28.3,2016
7923,LEECHBURG AREA JSHS,71.7,76.1,56.5,2016
4807,LENAPE AVTS,55,64.3,57.1,2016
8086,ALIQUIPPA JSHS,26.8,57.7,18.6,2016
6555,AMBRIDGE AREA HS,49.1,67.4,44.8,2016
640,BEAVER AREA SHS,61.9,80.7,43.2,2016
6985,BEAVER COUNTY AVTS,,,,2016
649,BEAVER FALLS AREA SH,49.1,68.4,39.1,2016
6707,BLACKHAWK HS,64,80.9,48.9,2016
8044,CENTRAL VALLEY HS,54.9,78.3,48.1,2016
6563,FREEDOM AREA SHS,68.2,77.8,50,2016
675,HOPEWELL SHS,51.5,72.4,46.7,2016
7859,LINCOLN PARK PERFORMING ARTS CS,56.8,78.8,60.2,2016
695,NEW BRIGHTON AREA HS,64.4,75.6,51.1,2016
7650,PA CYBER CS,40.3,62.9,36.2,2016
700,RIVERSIDE HS,46.6,70.3,38.1,2016
8000,ROCHESTER AREA HS,66,65.3,36.7,2016
714,SOUTH SIDE HS,56.5,78.5,51.6,2016
719,WESTERN BEAVER CO JS/HS,53.8,58.5,47.2,2016
726,BEDFORD SHS,48.3,64.2,37.5,2016
7096,BEDFORD CO TECHNICAL CENTER,57.1,77.3,55,2016
732,CHESTNUT RIDGE SHS,64.1,81,53.4,2016
7897,EVERETT AREA HS,75.6,81.5,60.5,2016
8154,HOPE FOR HYNDMAN CS,42.1,63.2,31.6,2016
747,NORTHERN BEDFORD CO M/S HS,62.3,90.5,58.7,2016
753,TUSSEY MOUNTAIN HS,51.4,68.5,44.4,2016
820,ANTIETAM MIDDLE/SENIOR HS,51.7,66.1,48.3,2016
6304,BERKS CTC - EAST CAMPUS,,,,2016
7068,BERKS CTC - WEST CAMPUS,,,,2016
6306,BOYERTOWN AREA SHS,51,79.6,45.9,2016
6308,BRANDYWINE HEIGHTS HIGH SCHOOL,55.5,65.2,40,2016
777,CONRAD WEISER HIGH SCHOOL,52.7,70.6,43.8,2016
4810,DANIEL BOONE AREA HS,54.3,75.1,47.3,2016
788,EXETER TWP SHS,51.8,72.3,36.8,2016
5023,FLEETWOOD SHS,52.2,74.2,45.6,2016
802,GOVERNOR MIFFLIN SHS,50.5,72.9,50.9,2016
808,HAMBURG AREA HS,53.2,70.3,45.9,2016
8155,I-LEAD CS,7.7,9.5,0,2016
816,KUTZTOWN AREA SHS,64.1,67.3,31.4,2016
6610,MUHLENBERG HS,41.1,66.7,39.4,2016
6318,OLEY VALLEY SHS,68.5,78,65.4,2016
8116,READING SHS,48.1,59.9,37.9,2016
5275,READING-MUHLENBERG CTC,23.1,16.7,6.7,2016
864,SCHUYLKILL VALLEY HS,57.3,71.7,43,2016
4670,TULPEHOCKEN JSHS,53.5,77,47,2016
873,TWIN VALLEY HS,39.1,69.8,39.3,2016
6980,WILSON HS,63.5,70.4,29.4,2016
887,WYOMISSING AREA JSHS,57.9,72.8,43,2016
913,ALTOONA AREA HS,61,74.5,45.9,2016
7425,WM P KIMMEL ALT,,,,2016
917,BELLWOOD ANTIS HS,53.5,73.3,45.5,2016
7720,CENTRAL PENN DIGITAL LEARNING FN,21.4,33.3,13.3,2016
921,CLAYSBURG-KIMMEL HS,48.5,71.4,47.1,2016
5207,HOLLIDAYSBURG AREA S,52,73.8,48.2,2016
941,CENTRAL HS,35.1,64.2,30.8,2016
949,TYRONE AREA HS,67.5,69.6,40.9,2016
951,WILLIAMSBURG COMM JSHS,64.7,76.5,41.2,2016
958,ATHENS AREA HS,36.7,64.7,42.6,2016
988,CANTON JSHS,46.9,68.6,19.6,2016
964,NORTHEAST BRADFORD J,57.7,78.2,59,2016
6908,NORTHERN TIER CAREER CENTER,25,33.3,23.1,2016
965,SAYRE AREA HS,60.7,83.9,50.9,2016
5208,TOWANDA AREA JSHS,56.4,72.5,50,2016
1000,TROY AREA SHS,71.1,73.7,63.2,2016
1005,WYALUSING VALLEY JSHS,48.3,71.3,45.3,2016
5116,BENSALEM TWP HS,43.7,61.5,35.2,2016
1014,BRISTOL JSHS,36.9,54.7,16.9,2016
1029,TRUMAN SHS,49.5,62.5,22.1,2016
1030,BUCKS COUNTY TECHNICAL HS,50.8,66.3,33.1,2016
1040,WILLIAM TENNENT HS,50.4,72.5,40.8,2016
5133,CENTRAL BUCKS HS-EAST,38.2,69.2,30.9,2016
7790,CENTRAL BUCKS HS-SOUTH,41.6,71.1,38.1,2016
1043,CENTRAL BUCKS HS-WEST,36.1,69.3,40.1,2016
5096,COUNCIL ROCK NORTH SHS,49.3,72.8,36.7,2016
7749,COUNCIL ROCK SOUTH SHS,54.5,75.6,42.6,2016
7726,CTR STUDENT LEARNING CS - PENNSB,31.3,46.7,26.7,2016
5175,MIDDLE BUCKS INSTITUTE OF TECH,,,,2016
8114,MORRISVILLE HS,53.3,71.7,39.1,2016
6455,NESHAMINY HS,50.6,75,39.4,2016
1084,NEW HOPE-SOLEBURY HS,42.4,77.3,32.9,2016
1094,PALISADES HS,47.4,79.1,42.5,2016
1100,PENNRIDGE HS,49.1,76.3,53.4,2016
4682,PENNSBURY SHS,53.5,75.8,38.1,2016
1128,QUAKERTOWN COMM,53.9,79.9,41.8,2016
4699,UPPER BUCKS CO AVTS,,,27.3,2016
8344,BUTLER AREA SHS,60,76.7,47.9,2016
6999,BUTLER CO AVTS,,,,2016
1154,KARNS CITY HS,71.5,75.4,58.7,2016
1159,MARS AREA SHS,41.2,83.4,39.5,2016
1164,MONITEAU JSHS,66.7,78.1,71.9,2016
8318,SENECA VALLEY HS,57.8,69.4,50.2,2016
1172,SLIPPERY ROCK AREA H,63.5,80.7,52,2016
1177,KNOCH HS,70.2,78.1,50.2,2016
6661,ADMIRAL PEARY AVTS,,,,2016
5135,BLACKLICK VALLEY JSH,48.6,70.3,48.6,2016
5212,CAMBRIA HEIGHTS SHS,72.2,85.2,58.3,2016
1208,CENTRAL CAMBRIA HS,51.9,71.5,53.8,2016
5136,CONEMAUGH VALLEY JSH,61.4,84.2,57.1,2016
1225,FERNDALE AREA JSHS,55.6,80,51.1,2016
1191,FOREST HILLS HS,65.4,73.3,51.2,2016
5288,GREATER JOHNSTOWN AVTS,,,,2016
1251,GREATER JOHNSTOWN HIGH SCHOOL,46.1,65.2,34.7,2016
8314,GREATER JOHNSTOWN SCHOOL DISTRIC,,,,2016
6201,NORTHERN CAMBRIA HS,56,70.3,50.5,2016
1213,PENN-CAMBRIA SHS,51.6,68.8,37.5,2016
1270,PORTAGE AREA HS,63.5,71.2,38.5,2016
7941,RICHLAND JR/SR HIGH SCHOOL,50,78.3,33.3,2016
1293,WESTMONT HILLTOP HS,57.3,82.9,33.9,2016
1299,CAMERON COUNTY JSHS,59.1,71.1,53.3,2016
4870,CARBON CAREER & TECH INSTITUTE,65.9,86.8,63.7,2016
1307,JIM THORPE AREA SHS,54.4,80.1,40.7,2016
1315,LEHIGHTON AREA HS,49.7,66,38.6,2016
4734,PALMERTON AREA HS,62.2,76.8,61.7,2016
8348,PANTHER VALLEY JSHS,34.8,67.2,39.1,2016
1327,WEATHERLY AREA SHS,45.3,71.9,50,2016
1335,BALD EAGLE AREA JSHS,70.1,77.6,60.3,2016
1343,BELLEFONTE AREA HS,47.8,65.4,46.7,2016
5094,CENTRAL PA INST OF SCIENCE & TEC,,,,2016
6231,PENNS VALLEY AREA JSHS,48.3,62.1,36.2,2016
1364,STATE COLLEGE AREA H,32.7,65.7,34.1,2016
7691,21ST CENTURY CYBER CS,56.3,80.6,48,2016
7824,ACHIEVEMENT HOUSE CS,23.5,44.1,22.4,2016
7858,AGORA CYBER CS,19.8,52.9,22.4,2016
7721,AVON GROVE CS,47.2,65.3,50.7,2016
1367,AVON GROVE HS,44.7,73.9,39.6,2016
7293,CHESTER COUNTY TECHNICAL COLLEGE,22.9,45.7,24.4,2016
5012,COATESVILLE AREA SHS,41.9,60.2,31.1,2016
7628,COLLEGIUM CS,57.7,68.6,45.1,2016
7759,DOWNINGTOWN HS EAST,62,79.7,50,2016
1387,DOWNINGTOWN HS WEST,65.2,79.2,44.7,2016
8174,DOWNINGTOWN STEM ACADEMY,36,63.5,2.8,2016
1424,GREAT VALLEY HS,39.7,74.5,35.9,2016
6482,KENNETT HS,46.7,66,31.1,2016
1414,OCTORARA AREA JSHS,52.7,62.1,27.7,2016
1406,OWEN J ROBERTS HS,52.2,73.3,36.5,2016
1420,OXFORD AREA HS,52.5,71.2,41.3,2016
7819,PENNSYLVANIA LEADERSHIP CHARTER,42.1,70.2,42.6,2016
1426,PHOENIXVILLE HS,46.2,61.2,35.6,2016
7636,RENAISSANCE ACAD CS,69.9,83.3,43.8,2016
1423,CONESTOGA SHS,33.9,70.7,28.9,2016
1443,UNIONVILLE HS,29.4,72.2,36.4,2016
6734,EAST SHS,53.4,67.1,44.8,2016
1453,HENDERSON SHS,56,76.2,41.3,2016
7894,WEST CHESTER BAYARD RUSTIN HS,52.4,64.2,42.1,2016
4664,ALLEGHENY-CLARION VA,51.1,77.8,60,2016
1475,CLARION AREA JSHS,45,72.9,59.3,2016
6909,CLARION COUNTY CAREER CENTER,,,,2016
1480,CLARION-LIMESTONE AR,62.7,76.3,49.3,2016
1486,KEYSTONE JSHS,60,67.5,41.3,2016
1489,NORTH CLARION CO JSH,74.4,75,69.2,2016
1495,REDBANK VALLEY HS,71.9,81.1,56.7,2016
1501,UNION HS,67.6,62.2,51.4,2016
6236,CLEARFIELD AREA JSHS,46.3,65.6,45.4,2016
5276,CLEARFIELD CO CTC,12.5,12.5,6.3,2016
1529,CURWENSVILLE AREA JSHS,40.4,59.3,31,2016
6156,DUBOIS AREA SHS,61.8,70.8,52.3,2016
5219,GLENDALE JSHS,56.1,86,56.1,2016
8316,HARMONY AREA JSHS,44.4,50,33.3,2016
1550,MOSHANNON VALLEY JSH,45.1,69,35.7,2016
1560,PHILIPSBURG-OSCEOLA HS,58.6,68.6,31.4,2016
1566,WEST BRANCH AREA JSH,51.9,53.8,46.9,2016
7067,KEYSTONE CENTRAL CTC,,,,2016
6241,BUCKTAIL AREA HIGH SCHOOL,39.3,53.6,44.8,2016
7589,CENTRAL MOUNTAIN HIGH SCHOOL,36,60.1,36.7,2016
7635,SUGAR VALLEY RURAL CS,17.4,31.8,17.4,2016
1595,BENTON MIDDLE-SR HIGH SCHOOL,78.9,76.3,65.8,2016
1605,BERWICK AREA HS,53.4,68.8,40,2016
1612,BLOOMSBURG AREA HS,59.2,77.5,46.1,2016
1619,CENTRAL COLUMBIA SHS,58.9,78.4,52.8,2016
5178,COLUMBIA - MONTOUR AVTS,51,64.3,44.1,2016
1623,MILLVILLE AREA JSHS,59.5,76.7,58.1,2016
1627,SOUTHERN COLUMBIA HS,72.4,83.9,63.2,2016
7567,SUSQ-CYBER CS,40,63.2,15.8,2016
8224,CONNEAUT AREA SENIOR HIGH,62.5,71.9,43.8,2016
1632,COCHRANTON AREA JSHS,49.3,79.5,54.8,2016
1654,MEADVILLE AREA HS,50,58.3,36.4,2016
1629,CAMBRIDGE SPRINGS HS,40.7,68.3,35.4,2016
6942,MAPLEWOOD HS,56.8,75.7,45.9,2016
6136,SAEGERTOWN HS,62.7,73.8,34.5,2016
1677,BIG SPRING HS,47.7,62.5,44.7,2016
1682,CAMP HILL SHS,48.9,65.2,39.8,2016
1694,CARLISLE AREA HS,49.5,71,47.5,2016
1701,CUMBERLAND VALLEY HS,47.2,68.1,38.4,2016
5277,CUMBERLAND-PERRY AVTS,,,,2016
1707,EAST PENNSBORO AREA SHS,44.3,71.9,40.2,2016
5098,MECHANICSBURG AREA H,63,65.8,38.3,2016
5221,SHIPPENSBURG AREA SH,52.5,67.9,50.6,2016
6328,BOILING SPRINGS HS,62.1,74.8,46.8,2016
8278,CAPITAL AREA SCHOOL FOR THE ARTS,54.3,76.1,54.3,2016
1746,CENTRAL DAUPHIN EAST HS,45.5,55.2,27.6,2016
1745,CENTRAL DAUPHIN SHS,62.7,72,36.4,2016
7774,COMMONWEALTH CHARTER ACADEMY CS,31.2,52.8,26.3,2016
5278,DAUPHIN CO AVTS,52.1,64.9,34.9,2016
4801,HERSHEY HS,42.5,60.1,32.1,2016
6330,HALIFAX AREA HS,66.7,69.6,54.2,2016
6333,HARRISBURG HS,8.6,27.2,6.5,2016
7902,HARRISBURG HS - SCITECH CMP,74,76.6,46.8,2016
1776,LOWER DAUPHIN SHS,44.5,70.2,33.7,2016
1790,MIDDLETOWN AREA HS,47.6,65,35.2,2016
1794,MILLERSBURG AREA SHS,44.9,73.5,49,2016
1801,STEELTON-HIGHSPIRE HIGH SCH,31.7,40.7,9.8,2016
1806,SUSQUEHANNA TWP HS,50.3,71.4,39.3,2016
6340,UPPER DAUPHIN AREA H,60.2,65.9,40.2,2016
6492,CHESTER HS,6,15.9,4.3,2016
8303,STEM AT SHOWALTER,14.7,39.8,11.1,2016
1849,CHICHESTER SHS,54.1,65.7,38.8,2016
7058,DELAWARE COUNTY TECHNICAL HS - A,,25,18.2,2016
7057,DELAWARE COUNTY TECHNICAL HS - F,18.2,18.2,0,2016
1869,GARNET VALLEY HS,54.8,72.8,37.3,2016
1879,HAVERFORD HS,36.6,77.8,35.2,2016
1885,INTERBORO SHS,58.1,71.4,48,2016
1902,MARPLE NEWTOWN SHS,56.4,74.2,43.4,2016
1915,SUN VALLEY HS,59.5,63,35.8,2016
1921,RADNOR SHS,26.9,72.4,28.3,2016
1934,RIDLEY HS,51.3,73.3,44.4,2016
1942,PENNCREST HS,33,68,38.5,2016
6516,ACADEMY PARK HS,29.6,53.1,24.8,2016
1950,SPRINGFIELD HS,52.8,75.1,42.6,2016
1972,UPPER DARBY SHS,40.5,65.7,37.9,2016
5287,STRATH HAVEN HIGH SCHOOL,34.9,63.9,27.2,2016
8231,PENN WOOD HS,37.1,51.8,23.1,2016
6218,JOHNSONBURG AREA HS,65.8,71.1,47.4,2016
1989,RIDGWAY AREA HS,75,78.1,55.4,2016
5169,ST MARYS AREA SHS,61.4,66.2,46.9,2016
1998,CORRY AREA HS,49.3,65.3,44.5,2016
7294,CENTRAL HS,53.1,57.9,31.3,2016
7515,COLLEGIATE ACAD HS,65.1,85.1,44.7,2016
2026,EAST SHS,15.8,35.1,18.3,2016
2027,STRONG VINCENT HS,35.6,37.2,27.6,2016
6737,FAIRVIEW HS,53.1,72.8,39.8,2016
2037,FORT LEBOEUF SHS,53.3,75.7,51.2,2016
2040,GENERAL MCLANE HS,54.7,69.4,47.3,2016
2043,GIRARD HS,49.6,78.4,49.6,2016
7948,HARBOR CREEK SHS,53,72.5,49,2016
4817,IROQUOIS JSHS,56,72,54.9,2016
8071,MCDOWELL HS,39.1,73.6,44.7,2016
6145,NORTH EAST HS,61.7,77.5,34.5,2016
6745,NORTHWESTERN SHS,45.5,71.8,47.7,2016
7770,PERSEUS HOUSE CS OF EXCELLENCE,24,43.8,31.3,2016
2075,UNION CITY HS,58.5,70.8,47.7,2016
6148,SENECA HS,55.8,60.4,36.8,2016
6001,ALBERT GALLATIN AREA HS,34.4,59.8,34.8,2016
4818,BROWNSVILLE AREA HS,30.2,60,30.7,2016
6643,CONNELLSVILLE AREA CTC,32.4,33,27.3,2016
5228,CONNELLSVILLE AREA S,69.2,78.3,62.4,2016
4842,FAYETTE CO AVTS,20,15.4,15.4,2016
2126,FRAZIER HS,51.4,70.7,38.7,2016
6600,LAUREL HIGHLANDS SHS,55,66.8,51.5,2016
2184,UNIONTOWN AREA SHS,53.3,74.3,40,2016
6159,EAST FOREST JSHS,47.6,61.9,47.6,2016
6161,WEST FOREST JSHS,75,80,57.9,2016
8244,CHAMBERSBURG AREA CAREER MAGNET,44.9,73.4,41,2016
2191,CHAMBERSBURG AREA SH,49.2,67.3,42.2,2016
2201,FANNETT-METAL JSHS,62.5,84.8,60.6,2016
2206,FRANKLIN COUNTY CTC,,,44.2,2016
6280,GREENCASTLE-ANTRIM SHS,52.2,67.6,31.8,2016
2243,JAMES BUCHANAN SHS,51.9,68.1,48.3,2016
6252,WAYNESBORO AREA SHS,57.4,70.8,48.4,2016
2246,MCCONNELLSBURG HS,71.9,84.4,44,2016
7192,FORBES ROAD JSHS,56,76,,2016
2253,FULTON CO AVTS,,,58.1,2016
7112,SOUTHERN FULTON JSHS,58.7,75.8,39.7,2016
5118,CARMICHAELS AREA JSH,49.3,72.6,44.7,2016
5282,WAYNESBURG CENTRAL H,48.8,74.8,,2016
2280,GREENE CO AVTS,,,41.2,2016
2284,JEFFERSON-MORGAN JSH,51,75,50,2016
7136,MAPLETOWN JSHS,55.8,43.1,31,2016
2305,WEST GREENE HS,53.7,66.7,38.3,2016
6606,HUNTINGDON AREA SHS,61.6,76.3,,2016
2308,HUNTINGDON CO CTC,,,54.8,2016
7944,JUNIATA VALLEY JSHS,53.7,61,51.7,2016
7762,MOUNT UNION AREA SHS,70.1,66.7,37.5,2016
2313,NEW DAY CHARTER SCHOOL,50,50,41.4,2016
4706,SOUTHERN HUNTINGDON HS/MS,41.2,60,57.4,2016
2353,BLAIRSVILLE HIGH,65.2,75.4,39.5,2016
2331,SALTSBURG MIDDLE/HIGH,67.4,65.1,55.2,2016
2325,HOMER-CENTER JSHS,65.5,74.1,47.6,2016
7032,INDIANA AREA SHS,68.3,73.5,,2016
2339,INDIANA CO TECH CTR,,,42.7,2016
2345,MARION CENTER AREA H,74.3,79.6,47.2,2016
2350,PENNS MANOR AREA JSH,56.6,75.5,29.9,2016
2358,PURCHASE LINE JSHS,46.3,59.7,46,2016
2362,UNITED JSHS,67,83.9,43.3,2016
6162,BROCKWAY JSHS,55.2,73.1,49.1,2016
5180,BROOKVILLE JSHS,52.8,62,42.6,2016
6165,JEFFERSON CO-DUBOIS AVTS,41.3,61.7,47.3,2016
2394,PUNXSUTAWNEY AREA SH,56,80.7,40,2016
6255,EAST JUNIATA JSHS,53.6,71.8,38.2,2016
5091,JUNIATA SHS,54.8,67.7,32.2,2016
2420,ABINGTON HEIGHTS HS,46.9,78.8,42,2016
7290,CARBONDALE AREA JSHS,54.2,69.7,,2016
8312,CTC OF LACKAWANNA COUNTY,,,48.3,2016
6404,DUNMORE JSHS,52.6,62.9,38.6,2016
8304,LAKELAND JSHS,43.2,62.1,37.5,2016
2446,MID VALLEY SECONDARY CENTER,41.2,70.6,53.1,2016
2449,NORTH POCONO HS,51.5,76.4,42.9,2016
2496,OLD FORGE JSHS,38.6,61.4,40.7,2016
6413,RIVERSIDE JSHS,46.6,70.8,28.7,2016
2489,SCRANTON HS,34.5,54.3,31.8,2016
6775,WEST SCRANTON HS,43.3,58.7,40.1,2016
6290,VALLEY VIEW HS,53.5,68.3,43.2,2016
2515,COCALICO SHS,56.6,74.9,33.3,2016
2532,COLUMBIA HS,35.2,60,46.3,2016
2539,CONESTOGA VALLEY SHS,44.6,72.5,45.6,2016
2554,DONEGAL SHS,56.1,75,35.5,2016
2562,GARDEN SPOT SHS,52.5,64.9,38.2,2016
6293,ELIZABETHTOWN AREA S,54.9,67,46.9,2016
2578,EPHRATA SHS,66.7,70.6,36.2,2016
7538,HEMPFIELD SHS,33.2,65.7,11.1,2016
2607,LA ACADEMIA CS,7.7,38.5,38.7,2016
2596,LAMPETER-STRASBURG SHS,43.9,70.5,30.1,2016
7922,MCCASKEY CAMPUSES,37.4,46,7.7,2016
2618,PHOENIX ACADEMY,2.6,18.9,40.5,2016
2623,MANHEIM CENTRAL SHS,54.4,66.1,40.7,2016
2633,MANHEIM TWP HS,48.8,74.2,47.5,2016
2649,PENN MANOR HS,54.7,82.2,36.4,2016
2658,PEQUEA VALLEY HS,59.2,67.5,35.8,2016
2663,SOLANCO HS,63.8,72,30.5,2016
2675,WARWICK SHS,45.2,67.3,42.3,2016
2680,LINCOLN JSHS,59,74.3,63.7,2016
4940,LAUREL JSHS,71.4,77,23.4,2016
2686,LAWRENCE CO AVTS,27.1,39.1,57,2016
2689,MOHAWK JSHS,72,78.5,53.4,2016
2704,NESHANNOCK JSHS,70.5,72.7,53.5,2016
2708,NEW CASTLE SHS,54.7,66.1,37.7,2016
2712,SHENANGO AREA JSHS,58,79.7,38,2016
2721,UNION AREA HS,68,82,52.3,2016
2725,WILMINGTON AREA HS,51.2,79.1,45.2,2016
4800,ANNVILLE CLEONA HS,62.9,83.3,39.5,2016
2740,CEDAR CREST HS,54.8,78,49.7,2016
5156,EASTERN LEBANON CO S,51,69.1,,2016
5155,LEBANON CO AVTS,,,31.9,2016
2760,LEBANON SHS,37.5,60.6,43.4,2016
2766,NORTHERN LEBANON SHS,51.4,65.5,38.6,2016
2795,PALMYRA AREA SHS,46.4,79.7,23.6,2016
2794,LOUIS E DIERUFF HS,33.4,46.6,18.6,2016
2798,WILLIAM ALLEN SHS,29.5,41.9,41,2016
2809,CATASAUQUA HS,57.3,70.5,48.6,2016
5338,EMMAUS HS,54.1,78.5,8.3,2016
8125,LEHIGH CAREER & TECH INST,16,43.5,51,2016
8210,LINCOLN LEADERSHIP ACAD CS,60.8,72.5,6.7,2016
2818,MEDICAL ACADEMY CS,11.1,34.1,35.5,2016
2821,NORTHERN LEHIGH SHS,50.4,56.8,45.4,2016
2829,NORTHWESTERN LEHIGH HS,62.9,61.1,37.6,2016
7629,PARKLAND HIGH SCHOOL,58.7,70.5,35.3,2016
2833,ROBERTO CLEMENTE CS,32.4,70.6,48.5,2016
2839,SALISBURY HIGH SCHOOL,49.3,82.1,35.7,2016
2848,SOUTHERN LEHIGH SHS,35.4,68.2,34.3,2016
2860,WHITEHALL HS,43,65.7,45.3,2016
2869,CRESTWOOD HS,53.1,68.7,33.7,2016
5242,DALLAS SHS,62.2,67.3,39.4,2016
2891,NANTICOKE HS,50.3,62,47.5,2016
5151,HANOVER AREA JSHS,41.2,59.6,11.1,2016
7348,HAZLETON AREA CAREER CENTER,22.2,22.2,35.2,2016
2924,HAZLETON AREA HS,35.9,51.7,38.9,2016
2958,LAKE-LEHMAN JSHS,38.4,70.1,52.4,2016
5058,NORTHWEST AREA HS,50,81,32.6,2016
5059,PITTSTON AREA SHS,55.6,56.3,33.3,2016
6632,WEST SIDE CTC,24.3,44.4,,2016
3009,WILKES-BARRE AREA CTC,,,22.7,2016
3008,ELMER L MEYERS JSHS,24.8,47.3,25.8,2016
3007,G A R MEMORIAL JSHS,28.7,42.7,36.1,2016
6390,JAMES M COUGHLIN JSH,35.9,55.6,43.2,2016
6391,WYOMING AREA SEC CTR,58.7,77.3,44.7,2016
6364,WYOMING VALLEY WEST SHS,50.2,73.2,46.7,2016
3034,HUGHESVILLE JSHS,51.4,75,51.5,2016
4828,JERSEY SHORE AREA SH,57.9,74.4,45.7,2016
3040,LOYALSOCK TWP SHS,53.2,77.7,50.9,2016
3045,MONTGOMERY JSHS,73.6,84.9,47.4,2016
3048,MONTOURSVILLE AREA S,47,68.7,65.8,2016
3056,MUNCY JSHS,52.6,82.1,63.4,2016
6368,SOUTH WILLIAMSPORT AREA JSHS,53,84.1,49.2,2016
4691,WILLIAMSPORT AREA SH,58,69.7,62.7,2016
5245,BRADFORD AREA HS,58.8,77,45.1,2016
3107,KANE AREA HS,65.9,62.9,57.8,2016
3111,OTTO-ELDRED JSHS,62.8,62.2,63.3,2016
7013,PORT ALLEGANY JSHS,55.7,68.3,,2016
3117,SENECA HIGHLANDS AVTS,,,37.5,2016
6122,SMETHPORT AREA JSHS,50,59.4,76.7,2016
5248,COMMODORE PERRY JSHS,71,77.4,18.4,2016
3137,FARRELL AREA HS/UMS,31.3,37,45.5,2016
6125,GREENVILLE JSHS,53.5,72.7,0,2016
3145,GEORGE JR REPUBLIC H,0,7.1,31.4,2016
3150,GROVE CITY AREA HS,53.8,64.3,49.7,2016
6126,HICKORY HS,51.7,70.5,45.5,2016
7506,JAMESTOWN AREA JSHS,77.3,77.3,6.7,2016
3155,KEYSTONE ED CTR CS,6.7,10,51.6,2016
3158,LAKEVIEW HS,63.4,78.7,58,2016
3165,MERCER AREA SHS,72.1,80.5,49.3,2016
8093,REYNOLDS JSHS,66.7,76,36.4,2016
3124,SHARON HS,46.5,51.5,56.2,2016
6129,SHARPSVILLE AREA SHS,69.5,80.8,40.2,2016
8307,WEST MIDDLESEX AREA HS,74.4,90.1,,2016
8187,MIFFLIN COUNTY ACADEMY OF SCIENCE,,,40.7,2016
6935,MIFFLIN COUNTY HS,33,62.4,51.9,2016
7641,E STROUDSBURG SHS SOUTH,46.3,74.1,44.5,2016
7866,EAST STROUDSBURG SHS NORTH,45,66.7,35.7,2016
6674,EVERGREEN COMMUNITY CS,64.3,71.4,,2016
3210,MONROE CAREER & TECH INST,,,44.4,2016
3216,PLEASANT VALLEY HS,50.4,70.6,44.7,2016
7738,POCONO MT EAST HS,49.1,72.7,34.7,2016
3224,POCONO MT WEST HS,41.8,61.3,47.9,2016
3241,STROUDSBURG HS,56.2,71,43.4,2016
3260,ABINGTON SHS,51.1,73.4,30.5,2016
3333,CHELTENHAM HS,37.5,68.7,30.4,2016
4967,PLYMOUTH-WHITEMARSH,36.7,73.9,30.8,2016
4822,CTR FOR TECH STUDIES MONT CO,33.3,40,,2016
3272,EASTERN CTR FOR ARTS & TECHNOLOG,,,38.3,2016
8049,HATBORO-HORSHAM SHS,49.1,74.4,56.1,2016
3296,JENKINTOWN MIDDLE/HIGH SCH,61,82.9,33.8,2016
3295,HARRITON SHS,49.1,70.8,23.5,2016
4960,LOWER MERION HS,42,69.3,36.7,2016
3305,LOWER MORELAND HS,37.8,76.5,28.2,2016
6729,METHACTON HS,53.7,72.4,42,2016
6998,NORRISTOWN AREA HS,46.4,72.7,21.1,2016
4958,ROOSEVELT ALTERN SCH,57.1,58.8,33.3,2016
5345,NORTH MONTCO TECH CAREER CTR,30.4,47.8,33.5,2016
7687,NORTH PENN SHS,43.5,77.1,32.9,2016
3328,PA VIRTUAL CS,33.6,65,43.5,2016
3338,PERKIOMEN VALLEY HS,51,69.4,41.9,2016
3348,POTTSGROVE SHS,50.8,72.9,33.8,2016
3354,POTTSTOWN SHS,32.8,45.1,37.7,2016
3376,SOUDERTON AREA SHS,50.6,80.9,48.7,2016
3367,SPRINGFIELD TWP HS,55.8,63.5,34.4,2016
5078,SPRING-FORD SHS,39,79.5,39.5,2016
3395,UPPER DUBLIN HS,48.8,70.7,39,2016
3401,UPPER MERION HS,43.3,75,44.8,2016
5081,UPPER MORELAND HS,50.4,75.8,33.3,2016
4959,UPPER PERKIOMEN HS,49,75.8,,2016
3247,WESTERN MONTGOMERY CTC,,,38.2,2016
3425,WISSAHICKON SHS,46.2,63.8,41.7,2016
3434,DANVILLE AREA SHS,47.1,78.6,49.6,2016
4957,BANGOR AREA SHS,61.1,77.7,33.7,2016
3465,FREEDOM HS,43.8,59.7,31.7,2016
5286,LIBERTY HS,37,56.3,,2016
5109,BETHLEHEM AVTS,,,,2016
3482,CAREER INSTITUTE OF TECH,,,36.8,2016
7681,EASTON AREA HS,50.2,63.9,41.9,2016
